Overriding config with config/train_taylor_corpus_baseline.py:
# Baseline configuration
out_dir = 'out-taylor-corpus'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'taylor-baseline'
dataset = 'taylor_swift_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' # change to 'cuda' if you have a GPU # changed from CPU
compile = False 
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 80 (inside data/taylor_swift_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,745,856 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 1490: loss 0.6137, time 306.68ms, mfu 1.23%
step 1500: train loss 0.3847, val loss 2.0282
iter 1500: loss 0.6184, time 42073.92ms, mfu 1.11%
iter 1510: loss 0.5513, time 301.82ms, mfu 1.12%
iter 1520: loss 0.5771, time 300.82ms, mfu 1.13%
iter 1530: loss 0.5630, time 302.87ms, mfu 1.14%
iter 1540: loss 0.5712, time 300.86ms, mfu 1.15%
iter 1550: loss 0.5971, time 300.33ms, mfu 1.16%
iter 1560: loss 0.5922, time 302.72ms, mfu 1.17%
iter 1570: loss 0.5175, time 302.47ms, mfu 1.17%
iter 1580: loss 0.5588, time 303.46ms, mfu 1.18%
iter 1590: loss 0.5841, time 302.03ms, mfu 1.18%
iter 1600: loss 0.5248, time 303.68ms, mfu 1.19%
iter 1610: loss 0.5478, time 300.78ms, mfu 1.19%
iter 1620: loss 0.5004, time 302.34ms, mfu 1.20%
iter 1630: loss 0.5779, time 301.96ms, mfu 1.20%
iter 1640: loss 0.5362, time 301.70ms, mfu 1.20%
iter 1650: loss 0.5123, time 300.09ms, mfu 1.21%
iter 1660: loss 0.5063, time 300.79ms, mfu 1.21%
iter 1670: loss 0.5410, time 300.61ms, mfu 1.21%
iter 1680: loss 0.4618, time 300.91ms, mfu 1.22%
iter 1690: loss 0.5067, time 300.70ms, mfu 1.22%
iter 1700: loss 0.4695, time 301.41ms, mfu 1.22%
iter 1710: loss 0.4908, time 302.00ms, mfu 1.22%
iter 1720: loss 0.5429, time 300.76ms, mfu 1.22%
iter 1730: loss 0.5254, time 300.80ms, mfu 1.23%
iter 1740: loss 0.4659, time 300.87ms, mfu 1.23%
step 1750: train loss 0.2680, val loss 2.2015
iter 1750: loss 0.4473, time 41847.50ms, mfu 1.11%
iter 1760: loss 0.4544, time 299.99ms, mfu 1.12%
iter 1770: loss 0.4970, time 299.70ms, mfu 1.13%
iter 1780: loss 0.4556, time 302.18ms, mfu 1.14%
iter 1790: loss 0.4105, time 299.61ms, mfu 1.15%
iter 1800: loss 0.4758, time 299.74ms, mfu 1.16%
iter 1810: loss 0.4535, time 316.98ms, mfu 1.16%
iter 1820: loss 0.4322, time 312.38ms, mfu 1.17%
iter 1830: loss 0.4520, time 294.32ms, mfu 1.18%
iter 1840: loss 0.4176, time 294.62ms, mfu 1.18%
iter 1850: loss 0.4486, time 295.13ms, mfu 1.19%
iter 1860: loss 0.4459, time 295.34ms, mfu 1.20%
iter 1870: loss 0.4298, time 297.12ms, mfu 1.21%
iter 1880: loss 0.4221, time 294.96ms, mfu 1.21%
iter 1890: loss 0.4640, time 294.32ms, mfu 1.22%
iter 1900: loss 0.3868, time 294.97ms, mfu 1.22%
iter 1910: loss 0.4162, time 294.40ms, mfu 1.23%
iter 1920: loss 0.4290, time 303.48ms, mfu 1.23%
iter 1930: loss 0.3756, time 294.23ms, mfu 1.23%
iter 1940: loss 0.4054, time 294.35ms, mfu 1.23%
iter 1950: loss 0.4214, time 297.50ms, mfu 1.24%
iter 1960: loss 0.3883, time 298.81ms, mfu 1.24%
iter 1970: loss 0.3911, time 297.29ms, mfu 1.24%
iter 1980: loss 0.3785, time 294.69ms, mfu 1.24%
iter 1990: loss 0.3937, time 306.68ms, mfu 1.24%
step 2000: train loss 0.1892, val loss 2.4262
iter 2000: loss 0.3895, time 41256.68ms, mfu 1.12%
iter 2010: loss 0.3750, time 292.02ms, mfu 1.13%
iter 2020: loss 0.3887, time 292.04ms, mfu 1.15%
iter 2030: loss 0.3515, time 293.16ms, mfu 1.16%
iter 2040: loss 0.3545, time 292.70ms, mfu 1.17%
iter 2050: loss 0.3816, time 293.51ms, mfu 1.18%
iter 2060: loss 0.3662, time 292.99ms, mfu 1.19%
iter 2070: loss 0.3918, time 292.26ms, mfu 1.20%
iter 2080: loss 0.3514, time 293.63ms, mfu 1.21%
iter 2090: loss 0.3404, time 292.13ms, mfu 1.21%
iter 2100: loss 0.3490, time 292.19ms, mfu 1.22%
iter 2110: loss 0.3625, time 292.87ms, mfu 1.22%
iter 2120: loss 0.3449, time 293.44ms, mfu 1.23%
iter 2130: loss 0.3579, time 291.47ms, mfu 1.23%
iter 2140: loss 0.3370, time 292.57ms, mfu 1.24%
iter 2150: loss 0.3487, time 293.87ms, mfu 1.24%
iter 2160: loss 0.3411, time 293.09ms, mfu 1.24%
iter 2170: loss 0.3538, time 292.96ms, mfu 1.25%
iter 2180: loss 0.3458, time 294.77ms, mfu 1.25%
iter 2190: loss 0.3368, time 293.75ms, mfu 1.25%
iter 2200: loss 0.3484, time 293.77ms, mfu 1.25%
iter 2210: loss 0.3296, time 292.52ms, mfu 1.25%
iter 2220: loss 0.3179, time 292.32ms, mfu 1.26%
iter 2230: loss 0.3347, time 293.04ms, mfu 1.26%
iter 2240: loss 0.3134, time 293.04ms, mfu 1.26%
step 2250: train loss 0.1426, val loss 2.5383
iter 2250: loss 0.3021, time 40925.44ms, mfu 1.13%
iter 2260: loss 0.3159, time 293.41ms, mfu 1.15%
iter 2270: loss 0.3275, time 293.51ms, mfu 1.16%
iter 2280: loss 0.2989, time 293.53ms, mfu 1.17%
