# Baseline configuration
out_dir = 'out-shakespeare-max-iters-2k'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'shakespeare-max-iters-2k'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 2000 # changed
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 850: loss 1.3954, time 289.69ms, mfu 1.23%
iter 860: loss 1.3896, time 289.65ms, mfu 1.24%
iter 870: loss 1.3994, time 290.01ms, mfu 1.24%
iter 880: loss 1.3779, time 288.28ms, mfu 1.25%
iter 890: loss 1.3877, time 287.51ms, mfu 1.25%
iter 900: loss 1.3695, time 287.80ms, mfu 1.26%
iter 910: loss 1.3198, time 288.09ms, mfu 1.26%
iter 920: loss 1.3665, time 289.90ms, mfu 1.26%
iter 930: loss 1.3598, time 289.75ms, mfu 1.26%
iter 940: loss 1.3473, time 292.20ms, mfu 1.27%
iter 950: loss 1.3472, time 295.73ms, mfu 1.26%
iter 960: loss 1.3622, time 290.88ms, mfu 1.27%
iter 970: loss 1.3575, time 291.92ms, mfu 1.27%
iter 980: loss 1.3564, time 295.57ms, mfu 1.27%
iter 990: loss 1.3432, time 297.45ms, mfu 1.27%
step 1000: train loss 1.2742, val loss 1.5286
saving checkpoint to out-shakespeare-max-iters-2k
iter 1000: loss 1.3397, time 40915.12ms, mfu 1.14%
iter 1010: loss 1.3327, time 289.93ms, mfu 1.15%
iter 1020: loss 1.3185, time 290.17ms, mfu 1.17%
iter 1030: loss 1.3342, time 301.04ms, mfu 1.17%
iter 1040: loss 1.3622, time 292.05ms, mfu 1.18%
iter 1050: loss 1.2908, time 292.07ms, mfu 1.19%
iter 1060: loss 1.3393, time 289.70ms, mfu 1.20%
iter 1070: loss 1.3352, time 290.18ms, mfu 1.21%
iter 1080: loss 1.3381, time 287.12ms, mfu 1.22%
iter 1090: loss 1.3523, time 288.17ms, mfu 1.23%
iter 1100: loss 1.3139, time 288.91ms, mfu 1.23%
iter 1110: loss 1.3026, time 292.04ms, mfu 1.24%
iter 1120: loss 1.2920, time 289.08ms, mfu 1.24%
iter 1130: loss 1.3005, time 295.12ms, mfu 1.24%
iter 1140: loss 1.3010, time 293.83ms, mfu 1.25%
iter 1150: loss 1.3088, time 301.24ms, mfu 1.25%
iter 1160: loss 1.3320, time 299.71ms, mfu 1.25%
iter 1170: loss 1.2942, time 290.18ms, mfu 1.25%
iter 1180: loss 1.3224, time 291.05ms, mfu 1.25%
iter 1190: loss 1.2700, time 290.16ms, mfu 1.26%
iter 1200: loss 1.2890, time 289.80ms, mfu 1.26%
iter 1210: loss 1.2615, time 288.80ms, mfu 1.26%
iter 1220: loss 1.3036, time 290.76ms, mfu 1.26%
iter 1230: loss 1.3022, time 295.03ms, mfu 1.26%
iter 1240: loss 1.3051, time 300.26ms, mfu 1.26%
step 1250: train loss 1.2034, val loss 1.4901
saving checkpoint to out-shakespeare-max-iters-2k
iter 1250: loss 1.2805, time 41639.54ms, mfu 1.14%
iter 1260: loss 1.2808, time 290.16ms, mfu 1.15%
iter 1270: loss 1.2676, time 289.42ms, mfu 1.16%
