Overriding config with config/train_shakespeare_char_run2.py:
# Baseline configuration
out_dir = 'out-shakespeare-run2'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'run2'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.0 # changed to 0.0
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 860: loss 1.1733, time 266.90ms, mfu 1.32%
iter 870: loss 1.1645, time 281.01ms, mfu 1.32%
iter 880: loss 1.1540, time 265.05ms, mfu 1.33%
iter 890: loss 1.1865, time 266.49ms, mfu 1.33%
iter 900: loss 1.1323, time 265.25ms, mfu 1.34%
iter 910: loss 1.1023, time 267.18ms, mfu 1.35%
iter 920: loss 1.1449, time 266.56ms, mfu 1.35%
iter 930: loss 1.1519, time 265.31ms, mfu 1.36%
iter 940: loss 1.1305, time 266.01ms, mfu 1.36%
iter 950: loss 1.1219, time 265.06ms, mfu 1.37%
iter 960: loss 1.1408, time 263.80ms, mfu 1.37%
iter 970: loss 1.1302, time 273.72ms, mfu 1.37%
iter 980: loss 1.1221, time 264.63ms, mfu 1.37%
iter 990: loss 1.1174, time 271.65ms, mfu 1.37%
step 1000: train loss 1.1056, val loss 1.5559
iter 1000: loss 1.1044, time 42999.54ms, mfu 1.24%
iter 1010: loss 1.0968, time 263.84ms, mfu 1.25%
iter 1020: loss 1.0716, time 264.37ms, mfu 1.27%
iter 1030: loss 1.0877, time 260.30ms, mfu 1.29%
iter 1040: loss 1.1001, time 261.45ms, mfu 1.30%
iter 1050: loss 1.0403, time 262.21ms, mfu 1.31%
iter 1060: loss 1.0584, time 261.91ms, mfu 1.32%
iter 1070: loss 1.0691, time 271.08ms, mfu 1.33%
iter 1080: loss 1.0607, time 269.87ms, mfu 1.33%
iter 1090: loss 1.0921, time 267.21ms, mfu 1.34%
iter 1100: loss 1.0411, time 264.61ms, mfu 1.35%
iter 1110: loss 1.0240, time 263.12ms, mfu 1.35%
iter 1120: loss 1.0183, time 266.29ms, mfu 1.36%
iter 1130: loss 1.0255, time 264.24ms, mfu 1.36%
iter 1140: loss 1.0210, time 266.30ms, mfu 1.37%
iter 1150: loss 1.0403, time 261.67ms, mfu 1.37%
iter 1160: loss 1.0110, time 261.33ms, mfu 1.38%
iter 1170: loss 0.9930, time 273.10ms, mfu 1.38%
iter 1180: loss 0.9956, time 262.10ms, mfu 1.38%
iter 1190: loss 0.9654, time 273.03ms, mfu 1.38%
iter 1200: loss 1.0032, time 261.03ms, mfu 1.38%
iter 1210: loss 0.9628, time 261.89ms, mfu 1.39%
iter 1220: loss 0.9815, time 260.90ms, mfu 1.39%
iter 1230: loss 0.9599, time 292.10ms, mfu 1.38%
iter 1240: loss 0.9781, time 265.83ms, mfu 1.38%
step 1250: train loss 0.9567, val loss 1.6538
iter 1250: loss 0.9637, time 42357.73ms, mfu 1.25%
